TV_Budget,Online_Budget,Radio_Budget,Redundant_Budget,Region,Sales
53.75698018345672,43.14983898674952,,40.45097068463686,East,154.13089389245735
43.99361310081195,35.97405798581401,23.06758986365208,33.11122681403529,West,111.93052987282134
47.083062502067236,34.953500126340565,,35.13451746729675,North,136.09815712862957
43.98293387770603,,18.713117312883274,32.94498006590355,South,131.59899889360014
68.52278184508938,49.83366528926463,11.657079630612053,44.15166516810177,East,180.32335416714986
49.86502775262066,39.69378280615459,21.996115613026397,35.68556531376366,North,124.33638866034752
,27.905263969065427,23.235979698513706,24.508378006490332,South,162.7838205315302
58.225449121031886,44.624850973419036,17.58406768850313,41.76224967996123,North,134.4482994685675
37.791563500289776,30.375446814181064,27.869933816450164,24.105280915889782,North,167.50699862541995
,39.08966866418619,13.871171684988294,33.073336959474865,North,138.49271204993607
30.403298761202244,23.168972376272322,12.6781255989509,18.716469295486704,East,91.85240300174259
36.71813951101569,32.39339003645588,21.12225909279986,31.054666216757443,South,125.1782642276982
,39.84421427838354,25.235491513060772,39.28101959570903,West,166.14275833707256
57.38466579995411,48.41480897615871,28.419638457289345,43.3644296414679,East,197.51001794980706
51.7136828118997,37.98182568554691,17.7055786856553,33.8459996706122,East,164.59103557494853
48.843517176117594,40.66422627463993,25.39340416715648,36.7379079734023,East,201.03437908659222
46.98896304410711,,19.807457652496463,40.04804527274983,West,107.71439877042725
35.214780096325725,20.756890576678714,19.136863500295902,16.826495250629698,South,157.5806846818272
42.801557916052914,,24.41829968743336,29.142242475257383,South,157.91470985638568
45.393612290402125,38.046106213863325,23.2616143920671,36.19189085204185,South,139.77568464886988
60.57122226218915,47.847841651622346,12.118039215078753,44.0652458263398,North,121.18312860828362
,43.86238393666162,27.38270174862948,39.85530877619295,North,172.26662352820873
32.36959844637266,24.08372319695067,26.900456770737257,23.67744306238989,North,148.03601755447022
53.24083969394795,42.852441117577065,16.872186492452354,33.16073241982089,West,148.14219889631377
46.149177195836835,36.45231005049323,21.979017667187044,34.16282968450572,North,167.25553705367344
43.23077999694041,38.087970182531755,22.470150931413695,32.971021798023735,West,118.2942891150987
56.11676288840868,45.65667284063059,21.303368829119535,37.42973976285462,South,177.5878277817218
60.30999522495951,49.26080416619321,17.2484742307729,45.35712894862385,North,136.75645982808302
59.31280119116199,46.214610054562186,16.641883160309742,44.34046613943188,North,154.64671290560725
41.607824767773614,31.823441142001414,19.872229645042772,28.366199998545888,East,157.13841103804538
46.907876241487855,36.22862642973142,25.86364509629682,34.51151288116416,West,145.41517474891918
53.31263431403564,43.8334638783634,22.71800077297216,42.674674006504354,South,124.11691090211716
59.75545127122359,46.54140757451808,,44.51709572423437,East,167.71382967641142
45.2082576215471,37.03593066792692,23.858493553241722,36.612266659877015,East,160.87243686095835
48.14341023336183,44.740930582625786,5.757286896849623,41.75109250650699,South,111.23231334262266
38.93665025993972,33.76269431824685,25.743828501860516,30.537292164225352,East,173.21097605171286
38.037933759193294,29.452276410851113,,23.303117145971665,West,86.48653596631269
58.125258223941984,50.103848345645424,18.18779529298434,44.60133853482099,West,161.97023935741993
63.56240028570823,49.625694109501936,14.40165052686928,42.97663150791936,North,176.7026429876081
49.27989878419666,33.30954542182377,13.526592621395471,34.32047631463702,East,103.7841271759436
60.03532897892024,45.004004250383986,25.804133936892597,40.15183220048091,North,189.48017913191708
53.61636025047634,37.28071243730351,17.661493993440544,33.79905080714213,East,150.97747205783028
43.54880245394876,33.78450151103509,21.73251940865358,31.509022112012516,West,133.73103107986117
53.61395605508414,42.94641998163597,19.76539710560408,38.73898287621728,West,153.68091490007498
65.38036566465969,57.3336044685536,22.385204136115608,54.99034610255975,West,161.62762977367385
49.64173960890049,40.69417380841288,20.384109455301278,35.379457704102684,East,150.5825317006946
65.64643655814007,51.859847660085464,13.585038879057151,47.063077804551405,West,151.22389189679737
23.802548959102555,21.530255910832512,,17.892289148353164,East,112.75121669651261
58.21902504375224,39.94181410797813,17.531217084193436,33.307587674738905,North,146.04187021929638
50.870470682381715,41.40322022023107,12.217090506701245,36.039360016397396,East,148.60892242676653
47.009926495341325,39.92053677793396,17.859424195170437,35.854409506043744,North,118.5382012036276
50.91760776535502,36.29832747494449,27.503798953171554,31.809890278415526,East,195.16901055944857
30.124310853991073,27.53071081281365,,23.392797771784572,North,134.45128790814513
47.80328112162488,39.258114119783144,18.256739327960705,32.51966778046116,West,113.33751491402532
53.57112571511746,41.61103683039157,18.253711478407855,37.28372200209502,North,139.58902732182096
64.77894044741517,53.72149795625099,18.391824743913087,45.33990741256389,West,187.54742828152885
44.81729781726352,42.66591682722401,30.383739917804206,39.919437071880814,West,145.22833351791883
41.91506397106812,34.077649942029986,21.909677261157768,30.834764453695993,North,132.04004179662172
44.982429564154636,36.73060541022472,22.150208235955347,30.142441870272386,East,168.15742160974605
59.15402117702074,45.94513424299586,25.15141727015921,40.73220266459655,East,202.96644783905876
53.287511096596845,40.0804757688831,21.193945795132567,34.56811538081362,South,165.36825917962136
44.70239796232961,38.25292581949643,18.704789270896484,35.065982258385155,East,133.80393502944838
55.13267433113356,41.53788798718024,19.01825075457511,40.065000080508504,South,178.83248067122344
50.9707754934804,40.9913191064425,,33.14184225650677,East,192.15432119936375
59.68644990532889,46.31618758396777,19.813888817450792,41.914620983865824,East,189.14247643295704
42.979469061226474,35.82051472622036,23.6381477181849,31.918197662465044,West,143.04753017988347
46.723378534022316,38.3796891430787,20.259729429036497,35.88440038167176,South,135.90269248181477
46.078918468678424,39.97575460771644,,36.404572403420175,East,147.84525910197635
35.364850518678814,26.76183121837881,19.59641709945709,22.581709433063292,South,140.33599187615687
,41.5593374106365,20.393175951580453,36.76529579823962,West,157.18632122883866
52.610552721798896,39.1521510300922,10.008996577339461,33.644884213476004,West,142.71053218799892
50.05113456642461,38.70802787291136,,36.98923936281742,South,175.68749872516074
47.65412866624853,39.25520441213338,21.732442379489964,35.37230726826393,West,121.09757202624189
35.84629257949586,30.947999913532744,24.99005054929826,31.655581293685486,North,145.55278835565844
45.79354677234641,33.86834144534426,5.518723109031553,30.360185673180588,North,83.25449428372649
,39.86710162810282,30.441873523903638,34.46357793147161,West,164.58525774110123
41.97722730778381,37.6486954226419,,30.856397095152058,North,140.37386223067415
48.387142883339905,39.95001901634303,25.540914083687582,32.34873776219683,East,208.55959336462288
54.040508568145384,48.862794292190515,14.800470364372345,40.808242976960486,South,198.80891205385302
68.8618590121053,52.768119612373525,23.06386952531285,48.02556095315914,East,209.11722999943387
51.74577812831839,37.662658392720466,14.73292218413172,34.91384259990829,South,139.60867591749025
52.57550390722764,36.72424237906928,16.881155196520975,29.88943673709809,West,154.11954822563422
49.25554084233833,,29.57015676933393,41.29338567565662,East,193.78846044198005
30.812287847009586,26.612927246669845,,22.98551241863598,West,102.90269133194393
49.73486124550783,39.6211349836749,21.087164365898616,35.952607509278515,West,172.18587338435162
50.60230209941027,41.32174755848768,,40.414014059149764,South,166.86127476645484
,,22.47840943986302,52.490201413919515,South,211.68001871480743
48.076390352188774,45.7983682206015,20.752094525717883,40.68147010272968,South,163.73254018779102
53.015473423336125,42.80004228459459,21.824805012331126,36.73765360530455,East,178.55391725916525
248.26441151473784,40.050490226172734,32.01707792619138,31.741810400896853,North,204.53322042897886
38.31321962380468,32.82787557073982,19.711906014832074,28.106781375181,South,127.53161009964946
61.42822814515021,,21.005495233574837,45.10478871254189,South,171.16725357374614
,46.6871163343316,25.25327198003806,40.04404564659607,East,174.23874630757953
289.5515973521523,43.95683221000844,25.52762966478992,39.29863505482299,South,194.33402459990077
40.906125452052606,34.13930543305007,25.9351515278019,30.8790786556626,East,170.7525538784425
64.02794310936099,56.86842797691389,23.19365111014592,50.73187321560634,West,183.3423280755962
35.98148937207719,32.82145163612669,14.284975436347583,28.239301310867102,South,140.68886638586602
55.868570938002705,,28.167157661505478,44.86428431122177,South,188.63773090112315
71.90455625809979,55.98999797718628,14.26827303490656,51.27487947860647,West,173.08029446337343
40.09463674869312,29.10689493817875,21.513177326195166,24.015407289475185,West,118.98282016219977
44.33702270397228,35.092257402878886,16.22862074990321,34.40489642208354,West,110.38200538068942
50.99651365087641,40.96438565756721,19.679308267035037,36.67077082724197,South,167.56905529821145
44.96524345883801,39.254769322483256,21.6438120515174,35.36699163612463,North,155.746625444851
34.493365689338674,22.517298662326482,21.606786077251364,21.681997642606948,North,119.80953810374453
50.68562974806027,45.137154756830064,22.109603771176424,41.08987154367406,North,152.15207107967578
39.37696286273895,31.027546594454193,28.068556345293235,29.831065202835262,South,135.07067804715624
54.73592430635182,42.5080962352392,22.2676715075699,38.83153494211893,West,152.01849959193513
40.80575765766197,29.60829300034908,18.779216823546758,25.422588951033298,South,152.872174837218
65.4993440501754,47.43490522454301,24.820435841441785,43.414421752500914,West,193.41158519808732
42.16746707663763,36.20348541319585,25.947352444623203,30.29568445723494,South,171.4008365131869
46.77938483794324,37.6434617719198,13.861960924315039,34.09623500628087,South,132.16398040186397
58.135172173696695,,22.98700034924929,38.30796955447185,West,167.67873622522148
37.69135683566045,26.26784915233751,23.50586371155449,23.224830522558683,North,128.9476003972716
52.27459934604129,40.812325378962655,18.51218248320004,36.47401781818853,West,153.83862487678766
63.07142754282428,55.464206610127604,,46.15408785811957,East,213.98118565011595
33.92516765438772,26.361360069419366,19.249722064837368,22.627774246995507,East,137.26627583331756
51.84633858532304,36.96764200890412,20.627882267357712,33.456567610295934,West,141.22412912546983
52.598827942484235,,19.13464087858065,37.527362629551405,South,125.25945920613327
57.8182287177731,45.43641226497547,20.077895237907338,38.83742075662601,East,192.80721070978484
37.63049289121918,22.01373438415063,14.518624565523991,22.343776627464973,East,109.96734596018027
36.795433869157236,29.273462495772353,12.799745587028529,24.61376654976612,South,101.73112868287957
55.21941565616898,,27.97252531612486,41.07337044193171,South,195.8359434570228
52.96984673233186,44.46449648030575,15.765193258408361,40.872435556018544,North,132.3069572495234
52.504928503458764,47.55081108760305,15.043038252718464,41.50327535915515,South,162.3576834388665
53.46448209496975,46.15128076461908,9.233049431981426,45.086774473376195,West,117.93657392971046
43.19975278421509,33.75313615570758,16.805191261552487,27.990548876623862,West,136.71722568140845
52.322536971610035,38.538451851063016,13.38455103296251,36.522915013176714,North,109.07123912434068
52.93072473298681,50.06465919613903,28.210075800681846,47.05935791261109,East,199.6491096178015
42.85648581973632,,25.04908544671317,29.675319143895976,East,167.1226135970768
68.65774511144757,54.967983964896895,16.559248274111383,52.25611616853587,South,167.39382156680983
54.73832920911788,43.7182881059643,31.262179026721544,38.846366266169966,West,188.29872213514065
,31.06382630468238,24.90882743495797,28.534830932773858,East,123.782961458822
56.5655360863383,44.81934763329881,,40.85805654751137,North,159.90130194718282
40.253183297726785,30.481560617540723,7.5029714256321345,27.164787072845556,North,78.96747503023887
,44.656100006218445,31.45471286295371,41.812106551916166,West,168.17571328155245
61.58595579007404,49.170504821411235,,45.84043178037454,North,121.56783045679354
41.7931768164829,31.804267139785026,11.77300626521554,25.12677647933016,North,133.0485458044785
59.63376129244322,45.568471685923086,25.112852160048202,43.62030500308708,West,161.27922568234965
54.12780926936498,43.62153809856768,32.19876203169636,35.93440031263957,South,229.42132680513896
58.2206015999449,,26.92136409255259,43.29548707360733,South,179.29462382608847
68.96792982653947,59.68632282697965,22.819545600261797,55.97110081793686,North,158.37140969456595
47.54611883997129,30.083985646798,22.97377170832643,24.893654221687804,South,150.6043562325134
42.4626383564251,37.244631240907474,24.26707779390154,32.69853954090756,South,174.73355217420502
41.10485570374477,,23.794642948933827,30.74851678946796,North,144.69134421703816
41.841897150345616,27.25334702305205,21.405957119846878,24.098170260169375,South,140.36103622711215
49.228982905858956,38.35512354244612,20.52100551975938,33.90354261983003,North,152.146855832797
53.41151974816644,41.61489320054578,19.687034360502388,39.01272494502988,East,167.80777353111213
52.766907993300194,37.99099131048669,16.23017705566662,36.81250967167724,West,149.3467970145127
58.27183249036024,44.28401592951557,18.59662461566613,42.646981958143925,West,170.19308725409826
50.13001891877907,183.86143799312887,11.535215929023073,31.97072278560659,South,128.68614176451655
64.53534077157317,56.88508394752942,19.50830186602625,50.778131805287416,South,159.4762341607138
47.35343166762044,40.689780513538736,15.057044464245413,33.25392607774296,South,136.20283792595018
77.20169166589619,,14.482053413921145,57.40667662293711,West,180.30442585297405
56.25667347765006,47.170354974249754,20.899470755767393,44.383022743019694,East,152.74486230477834
41.42842443583717,29.75558423501805,,30.011191458612707,East,143.99061287871936
39.29107501938888,29.859299216671783,24.591583030011563,24.40467155124476,West,148.49332307457888
,45.327903005629246,12.147496981884114,39.610184186760534,East,144.13364011188207
47.76537214674149,34.545914290717356,15.051859317148313,31.03851134772777,West,125.92012591672223
57.14000494092092,47.8509992432539,24.70385593994108,43.62622163656773,East,171.5382032729094
54.73237624573545,43.064924802113964,15.087563032308452,37.13922528205928,North,141.59036751436216
49.271710873431275,38.29290627609623,18.876834250014877,35.31173773741479,North,128.12631127219737
41.532062819315954,35.35853016006324,22.75026049512276,30.874998449915083,West,150.95568163113666
34.851527753141355,29.214012136971206,,26.26370638151753,East,132.0002341466062
45.53485047932979,35.3449818860066,20.5268775307298,32.903052193413345,South,120.1688840594608
58.56398794323472,50.329179764680525,13.329872525408977,45.30910632783435,East,138.05048755116232
52.14093744130204,38.469559970241946,16.99316178024393,33.74983219216461,North,123.0180969680184
37.542612212880115,,,28.47448732417153,North,121.00546466015707
51.73180925851182,43.1647511807146,12.035031332341653,38.67155014423248,East,135.72116944980013
53.85317379728837,42.15389971988873,22.202373689801995,37.1984876881356,East,151.4026645720667
41.16142563798867,33.90753957711729,,29.99919349407136,South,127.06330947273061
51.53725105945528,,22.762449772085738,36.92610844757692,South,146.6649641364039
50.58208718446,43.2377508051887,21.119570670323306,40.03581462055231,East,162.4168932875525
38.57029702169377,30.30153120802605,26.82070214986922,26.680417451165123,East,160.73432745824778
53.577873603482836,,20.626122513239537,38.5586256481277,East,153.0319948822138
55.60784526368234,47.63330388845654,17.852972294373735,42.202334520098866,East,164.47220728506397
60.830512431752766,46.551378873773935,20.611487515161418,44.24249026156983,West,151.63737392770207
60.53802052034903,44.20503252718855,22.71649014518194,40.52381365886588,East,180.41060629440415
36.22330632042909,,20.24430035162852,21.663277494185948,South,159.41787636550723
40.62174960084877,34.31542953471594,20.202958456019413,31.779320432864903,North,149.8737937829551
55.1503526720866,40.27899408018043,16.490041560966223,33.10934236802539,West,129.47691785737774
55.13785950912209,49.37467015325076,16.68549541224526,42.18366820010608,East,172.4728603528316
,37.87459326679721,12.986973641001534,31.699283927319378,North,154.84614501205647
88.52731490654722,75.9112210301079,28.747883715934698,68.60598511662452,West,217.72919294152206
55.70890510693167,45.20017648715319,13.780683823043574,44.14518883740806,North,144.55141339523064
61.35565640180599,,16.53547401102046,48.37754749963551,East,181.82319729234106
,45.99725684751877,16.40796367215401,42.67363336564841,East,145.11437273264121
56.51391251305798,46.4085383535026,24.474621884722207,42.76937346804126,South,164.76320895924002
46.84730755359654,37.364941935602694,18.52525160853986,30.026332273736948,East,170.53004029139535
,49.381659409995706,26.238710363368668,43.358145869528094,East,195.32414253829342
42.27174785462428,34.160081229685545,16.63254687878066,29.168505602900517,West,130.61639111291066
47.63181393259991,38.55635643046556,21.39497081111901,33.459025590916774,South,163.47386200842908
45.14636452170897,35.026254980725604,15.823264733701214,31.187341845483463,West,128.78766083856522
50.81874139386323,40.48415624392738,,35.49155946414039,North,163.66075321727132
,59.44067384006426,14.062007904852436,49.538006835306255,East,204.2739577368331
31.32734807408252,19.93137328129614,,19.434056465401593,North,135.87480367912806
,41.44552525667898,23.168884404660492,35.155486679531464,West,166.64831038640688
,29.328065312550937,22.068995487257492,26.873752509518145,East,133.54510774056166
,36.73714138806836,19.073561705611457,37.21159258876147,East,115.49796216728947
60.889505969673664,48.159654766680895,19.35089650133287,41.50492010683996,West,171.7751647199549
50.64280019095463,40.569541951959884,,31.45201271127124,West,163.4739215927054
,32.42078689265057,19.264989991857558,28.60669975962529,West,121.72498998172217
42.84696290740032,32.658291284992174,24.819395583974547,31.5943814264901,West,157.8160870392899
56.79597748934676,43.101867815270474,31.052615007956756,42.70837594218462,West,175.97469137640115
42.69633368282864,34.744602711555956,17.212541074960832,28.811043251495526,East,149.99419704328668
52.16458589581975,38.79655038381071,13.150985102104611,35.91029379190269,West,109.86140000948228
50.45571839903814,41.58933298637393,19.558589758243727,36.499778774176434,East,158.6183657409019
43.483996523941826,29.679446406439943,32.898546688271594,26.49960505718768,East,184.56827873944047
71.43944089325325,60.239019626579534,15.981627160151346,59.50380435795565,West,160.55430282153267
56.33919022318011,46.48914462578322,28.195584027220338,38.83428950641459,West,178.78736652136652
29.74857413342393,24.566948509680774,28.388504070382204,22.617732981701845,South,142.30552834403693
51.86454314769428,44.439707469991966,17.232058791460027,40.93112306652363,East,162.61328531333194
43.38213535231612,,22.844915395926378,37.90349110359526,West,127.49376854950853
58.52433334796224,49.86257687342418,28.141983115642688,45.07228549302356,West,157.02525385586154
42.07479261567299,28.13721139854346,18.104361295062564,25.93959133769732,West,150.03306210203553
48.85263558533101,35.2433775680577,,30.93574267640835,South,174.36695794875374
55.049872789804574,,17.09159543025678,38.48715213137118,South,136.26445092918783
58.657551941701215,47.00431470399347,14.926216346535666,41.617498682599305,North,159.71084469247893
37.997035929442234,31.950605804961157,16.753612274669965,29.998689004177145,East,116.63881782371166
46.654987641590516,35.146758673812016,13.880298666188718,30.89286213434355,North,129.83759325374402
45.25054688839044,36.76073780414359,20.17041734129613,33.838864811533604,West,137.88908481901987
43.46670767426288,32.50721734235034,16.15013384470679,29.19796998074535,South,130.23258592993608
67.65454240281096,52.28908051327293,21.16892955895374,49.31227296348997,South,174.86846334161666
54.049817109609556,,,35.01509591025171,North,122.90269751663189
37.391160456649544,27.143228626986925,21.654401161072286,20.88284082787447,South,132.95180694902876
,43.287841759589206,24.167644808044624,41.48290058505827,West,155.34880171103998
71.22156197012633,54.04962981716907,10.031321787142723,46.83320223372692,South,166.93745520924026
,51.420647474232695,21.87028284923786,44.97105004951179,North,162.71262503440073
34.80630034045987,,26.13834496236646,21.305836657197876,West,148.14200864812076
45.15765927133749,44.02327361158216,,42.36982243676558,North,135.7746611361879
,51.61524289613565,28.362861934188516,42.18237017856469,South,202.78413415282142
,34.893152646134375,,37.679334448840926,North,132.7040234076654
54.43819428146229,40.975482084626194,16.474940721207957,38.99004749429568,North,149.27961551944037
57.74634053429337,48.29800206566167,19.72115461171147,43.91467968735382,East,176.35382269129514
203.65347642109583,30.857642748662016,,27.662090472563243,South,149.93790645287203
49.404746439382,39.88982659544169,,36.471952085612834,South,165.98064574728286
17.58732659930927,21.7501148942538,22.693779962231847,20.617348261587097,North,101.88020319373045
39.756123586657104,31.516719170151735,15.396632034603169,29.655478425036677,East,105.10132884736848
47.4743184860684,,20.84680412018039,38.39575622294747,South,163.87579000418975
37.52216818035151,,12.9314275154751,25.29654610452369,West,113.41719716043738
66.32411303931636,52.95432495996221,19.4438696932565,47.26421562335134,North,164.43359978896413
35.69858622039367,33.87127088322147,,30.181597227592302,South,584.2566861008855
45.599555133030165,34.598742933060834,,30.749052079049388,West,135.81610626087235
51.30740577286091,46.483270292279514,26.18046587605219,44.10248345678569,South,167.53644040503585
64.41273289066116,,25.456550602971344,49.475211351567545,West,197.81952878193445
35.6413784882056,26.825702462881683,23.045690604535885,18.262354947264953,North,179.5917600091019
61.63163752154959,51.20253323440624,14.538436176637106,47.39408146402514,South,145.10443000704484
50.10233061019587,42.99952783703689,18.41795775152599,39.08904744277075,South,645.3203114883845
40.18491348952049,34.013360678267986,26.065488499895917,30.574607097549393,East,162.99439823510505
54.62103474263271,194.930768172174,20.708584568199523,34.310501364813554,North,172.0494884887812
,39.41106603711316,31.596647699908473,37.71818487337387,West,173.98837071244526
43.99783122841205,34.45570907607513,21.96658919697186,32.90519109271334,South,169.56752142624123
50.69802084990019,40.335116392620016,20.960245582450156,34.75584941771079,South,143.1886672048105
46.1468640313824,38.779507517757956,18.454417678987493,35.715661340231236,West,139.7886990413759
51.13517345251248,41.44124176480975,20.66770452391141,35.353804119246206,North,146.639802574098
56.62130674521047,41.29101232003808,19.23765081809728,34.40267475845641,East,199.87740350096652
65.86016816145352,53.8287280821807,23.54054338344295,47.19242082478271,East,228.5879472444633
188.10922505865756,31.929233245236677,24.78351158397292,30.461096865478527,South,133.06603209552952
71.33033374656267,58.743638341043265,16.070052697460252,54.77552459769112,West,156.1918768630601
30.479122004774982,27.62563978048385,13.34383523221111,25.889246642630052,South,111.54353439634599
48.482149049644164,41.287485703362044,10.818973134483517,38.608928706721834,West,103.32762889749556
55.883172064845766,46.084077889561925,22.539956634562717,42.50802667483565,East,172.81510924906772
52.809918677350325,42.03743780750432,,36.550730836307984,North,139.4048596088692
43.77300480179406,30.035521040887275,9.235547035237586,27.89581402614643,West,70.71920687537408
47.918777496427246,39.62387665453956,21.942893022654822,37.26230803954097,East,156.3698667721328
,36.67905558421867,32.46499758716395,34.51973268542396,South,171.1681754628327
44.106352430557884,,19.969645442300532,34.867663353378475,West,120.13919982931247
58.496020970210246,42.96657104870727,24.19245387225821,40.08652163823867,North,195.5006969058109
53.57015485965047,39.61295426649559,20.409146792737825,36.3545552549292,South,144.23046757321052
43.070904047393455,37.61618179791348,19.505551734044285,35.99486409475498,South,149.2910856054997
,47.07813354189604,24.595382414938843,42.317277669208316,East,183.57634577293183
53.072995208766095,44.50289825913075,18.548627279056742,38.28885913076224,West,142.77209885443656
58.1286211883896,46.58785207910307,,41.60293294330524,South,186.79961776067756
56.29628841923612,45.12629915387613,21.608489030980067,39.12386394887562,North,171.96053418300878
41.710049890779274,36.18289133055141,16.659547731784755,31.214245647547507,West,128.8037836359379
,33.970417493772125,24.960211747682614,30.284338402963876,North,168.58673378183178
57.472936051232615,46.26671117180904,19.125201216522957,40.055200212628215,South,823.2075816837071
56.10370265433465,43.496136257352596,16.221274202535778,38.530599572339256,North,139.87068214001076
49.79098406035852,38.529298565989876,22.682549217852017,30.88913937548332,East,157.3680269739243
,40.01110269606434,15.507660091044814,36.43657984120378,North,123.63186435131472
62.77664895788425,50.88772048120854,20.140905786845643,45.801359383812134,West,209.9412936101249
44.0842861116417,33.83118302432293,19.95440501677898,28.813887459754255,North,159.82098060164805
55.470973811700375,48.14404742608087,25.42947782915789,44.648134020337594,North,149.88406871620018
47.97807347566106,35.69863687387034,22.373491164399763,34.003913461736424,East,138.77987948070052
47.8231879677278,,19.87486520627428,30.7130221687904,North,157.61982130502224
60.9877685198719,47.471021641075,24.088831496001436,41.19846991983508,North,191.26059611035996
58.2541634898803,50.94426444496544,26.951037745086566,44.3115533008943,South,201.38798781044034
58.135096360006386,47.09774141753984,22.789051531759313,40.508161073568125,South,178.44330039115877
63.05478807154329,53.53936407564054,20.051763099216902,49.84437735193998,West,160.00334295027463
50.21003841632759,35.71134961395116,13.440818838249202,31.752562375010434,South,143.722625880699
56.81952971294964,46.25677456796749,14.674431684623137,41.10206742854952,South,154.13177656902087
46.89733243406544,40.186758334122665,18.47387647822666,32.16035777189689,South,119.88621066898808
,42.840182787733816,16.952438989203586,39.82700056937889,South,146.49992260159462
48.698569456323156,42.15529669025458,19.06514348507277,35.46125023152218,East,144.13191742629743
50.96995964992718,39.22410236964063,20.283249624485535,35.42155739320923,South,161.41087822498116
,48.98929852405205,,44.64512254756323,East,218.82111955409198
41.81779316766527,,19.647506109704544,39.03715320616828,East,140.54241659170714
70.9238727568546,55.65058252416471,22.43250821913101,47.467883473510014,South,200.9824317177433
39.93982618500298,30.61535338380007,20.3223720740506,21.51479373377841,North,157.5672337299598
37.85811387212268,34.64664452905125,10.122667168230643,31.549679165653515,East,112.1951560193453
61.581108735000676,54.00360342519268,15.303323030906228,52.20426544569512,North,151.9704781658964
57.91662693962936,44.764721470243686,19.279562221391924,42.76614202909819,North,164.3894975888387
56.24119817052155,43.73239808512967,13.951526285794461,39.778477107165955,South,179.2267715842322
56.2834550926428,44.18141024753272,22.999643649981024,38.77999685151536,West,148.31463627360827
49.87753227153085,35.86867428412185,27.65375416171849,33.89605204898429,South,183.8317155086032
41.02745628514168,30.06600918866075,26.093809258486584,25.11231587038574,West,136.31500543823967
50.75804558193726,37.59401416529361,18.93278564534896,34.78732828747669,West,148.46350246804215
43.22838288487888,,27.45363068424976,30.06232256966491,South,151.33168542977188
59.75119733417751,47.69690320518167,20.743337286010558,45.047632699661264,South,164.92199373076042
48.52942618497861,39.52618514559246,18.314570144409803,41.09288670885537,West,119.67971839029597
41.745028032074885,,16.9329866822953,35.027603448049454,South,143.9423458612606
46.78614158347007,34.43385114455968,18.487651567559357,29.972538778688715,West,149.51775368821652
,,18.059115907293858,41.579628322287284,North,129.97558776057582
44.36275447196025,34.848237044891675,20.85208111187744,27.825261530624275,South,156.72759645063948
41.77779604433569,33.27384570651125,20.802869905249324,28.557034873682014,North,128.11720279558457
52.436872114919126,43.973956168435116,20.015230100767074,38.7579956753654,East,144.4868037739313
52.44966571108723,38.591566504182886,22.184690848731748,33.68423305789542,North,158.71703185248765
44.9305682462887,37.09168383558311,25.953231373931708,33.68722519609225,North,151.35666414872537
45.289616943816775,36.73105017969259,24.747770677206617,31.413105296958932,West,188.49365789005728
52.32049937357636,43.33375329088554,12.575510157750482,41.24243929644593,North,131.37767794425105
35.51915658502676,29.28283119974486,7.230394325490225,26.354962209606768,South,71.27955601561439
35.92536225623445,36.106190224720244,24.67159955619637,32.476970559970994,West,121.59925733563225
42.81555778747564,32.339226277226565,,28.449514216478075,East,142.05849551304465
